title,image,description
"Pour la première fois, des écoles catholiques irlandaises s’ouvrent à d’autres religions",https://img.lemde.fr/2019/08/28/0/0/4604/3067/110/74/60/0/ab55c17_zj595KTUGWZ5wkMjDdrU2yeN.jpg,"Afin d’éviter la fermeture faute d’élèves, trois écoles catholiques en milieu rural deviennent, en cette rentrée 2019, des établissements publics pluriconfessionnels."
La circulation des armes aux Etats-Unis provoque aussi des tueries dans les pays voisins,https://img.lemde.fr/2019/08/05/0/0/3499/2333/110/74/60/0/852fe04_GGGEGC04_TEXAS-SHOOTING-MEXICO_0805_11.JPG,"Depuis des années, la législation américaine ultralibérale permet un trafic illégal d’armes qui touche fortement les Caraïbes et l’Amérique latine."
"Aux Etats-Unis, 80 personnes poursuivies pour l’une des arnaques en ligne les plus importantes de l’histoire du pays",https://img.lemde.fr/2015/09/01/0/69/3681/2454/110/74/60/0/a59fbeb_27877-xuayuk.jpg,"Les escrocs, la plupart nigérians, faisaient croire aux victimes qu’elles vivaient une histoire d’amour. Ils en profitaient pour leur soutirer de l’argent."
"Le Real Kashmir Football Club, une lueur d’espoir dans un Cachemire en perpétuel conflit",https://img.lemde.fr/2019/08/23/60/0/3500/2333/110/74/60/0/d17a66e_1h8HqPCtRftWdUAhCUaHSTD-.jpg,"Fondé en 2016 par deux Cachemiris, un hindou et un musulman, le club de football a rapidement enchaîné les succès, à la grande joie de la population de ce territoire disputé par le Pakistan et l’Inde depuis 1947."
"Amber Galloway Gallego, l’interprète en langue des signes qui rappe plus vite que son ombre",https://img.lemde.fr/2019/08/22/0/82/963/642/110/74/60/0/bd234ab_p3HtKq3klhJuVaaKYlvjCK8x.JPG,"Depuis dix-neuf ans, cette native de San Antonio s’est spécialisée dans l’interprétation en live de concerts. Elle en a fait un acte militant."
"Dans l’Himalaya, un mystérieux « lac aux squelettes » intrigue les chercheurs",https://img.lemde.fr/2019/08/22/23/0/1440/960/110/74/60/0/c73eb20_huuRl9kJ1AAPgEQbLeVK1GUC.jpg,"Un énigmatique plan d’eau d’altitude regorge de restes humains. D’après une récente étude, certains d’entre eux seraient venus de Méditerranée il y a seulement quelques siècles. La cause de leur décès reste inexpliquée."
Nouvelle-Zélande : le président du Parlement donne le biberon en plein débat,https://img.lemde.fr/2019/08/22/0/94/1420/947/110/74/60/0/1f52773_rVU80iJb12tTO7lUthEtTq07.jpg,"En 2018, la première ministre de l’archipel avait donné naissance à une petite fille moins d’un an après son accession à la tête du gouvernement, faisant du pays un pionnier en matière de visibilité des jeunes enfants dans la vie publique."
Greenpeace révèle une cartographie mondiale de la pollution atmosphérique à partir de données de la NASA,https://img.lemde.fr/2019/08/13/0/0/4443/2962/110/74/60/0/5c94279_813504a562c64f3d9a1740cc5c40aa91-813504a562c64f3d9a1740cc5c40aa91-0.jpg,"La branche indienne de l’ONG désigne les principaux foyers d’émission du dioxyde de soufre, participant à une hécatombe mondiale de 7 millions de morts par an."
Un directeur adjoint de campagne de Trump condamné à de la prison ferme pour mensonge,https://img.lemde.fr/2019/12/17/77/0/5400/3600/110/74/60/0/b4f97df_ea11f92681b74c62b92eaf67d7f9646a-ea11f92681b74c62b92eaf67d7f9646a-0.jpg,Rick Gates avait pourtant largement coopéré avec les enquêteurs dans les investigations menées sur les soupçons d’interférence russe dans la campagne présidentielle de 2016.
Ligue des champions : et si les vainqueurs de groupe choisissaient leur adversaire pour les huitièmes de finale ?,https://img.lemde.fr/2019/12/16/0/0/4764/3176/110/74/60/0/3246bf9_5230014-01-06.jpg,"Mathématicien et amateur de football, Julien Guyon propose de remplacer le tirage au sort par un exercice de choix stratégiques qui, selon lui, « redonnerait de l’intérêt à la phase de poules et pourrait redynamiser la compétition »."
"Christine Guillebaud, de la musique aux sons",https://img.lemde.fr/2019/12/04/800/0/1920/1280/110/74/60/0/a8d5977_M3o8mcnTokZ66nZgva5tUOlx.jpg,L’ethnomusicologue repousse les limites de la discipline pour étudier l’impact des sons et sensibiliser le grand public à écouter le monde.
"Quatre légers séismes, dont trois causés par une activité humaine, détectés à Strasbourg",https://img.lemde.fr/2019/11/22/0/26/3397/2265/110/74/60/0/ffeaaf5_GGGVAK09_CHRISTMAS-SEASON-STRASBOURG-MARKET_1122_11.JPG,"Leurs magnitudes étaient comprises entre 1,2 et 1,9, selon le Réseau national de surveillance sismique."
La visite de la comète Borissov et autres infos scientifiques,https://img.lemde.fr/2019/12/07/213/0/1106/734/110/74/60/0/05bce39_DqrPUXMElPxowF8qgePFsSSu.png,"Au menu de la 374e sélection hebdomadaire : la difficile lutte contre la rougeole, des dauphins presque tous droitiers, une pilule contraceptive à prendre une fois par mois, etc."
Téléthon et expérimentation sur les animaux : le vrai du faux,https://img.lemde.fr/2019/12/06/0/70/769/513/110/74/60/0/f1d4d0d_Kji7L2JMHGNQIBS_UQT5quwK.jpg,"Depuis 2016, des vidéos dénoncent le fait que le Téléthon, dont l’édition 2019 est en cours, finance de telles expérimentations. Les Décodeurs font le point."
« Le darwinisme social appliqué à la recherche est une absurdité »,https://img.lemde.fr/2019/11/26/0/0/3500/2333/110/74/60/0/cf0db45_GGG-BTE116_FRANCE-MACRON-CNRS_1126_11.JPG,"La politique de la science est de plus en plus conduite par la compétition « au détriment de la coopération », s’indigne un collectif de 16 chercheurs."
"Emission d’air par le vagin, un symptôme fréquent et méconnu",https://img.lemde.fr/2019/12/05/0/59/481/321/110/74/60/0/9033260_ws9vMaDkUJGKYyxbmAvNPku7.jpg,Les gaz vaginaux : tel est le thème d’un article publié le 20 novembre 2019 dans la revue « Progrès en Urologie ».
"Les invariants de la mort, décryptage des rites funéraires à travers le temps",https://img.lemde.fr/2019/11/27/151/0/350/233/110/74/60/0/db6d112_Dq5ggbd_1Dpe84t3Vvo-I7Y7.jpg,"Eric Crubézy, anthropologue surnommé « Sherlock Holmes du monde des mort », décrypte les rites funéraires à travers le temps."
Fermeture du Centre du don des corps de l’université Paris-Descartes,https://img.lemde.fr/2019/12/03/33/0/800/533/110/74/60/0/eef72dc_5_JPe13O93bkDd12rt5t03gv.jpg,La plus grande structure anatomique de France va subir une inspection après la révélation par « L’Express » de conditions indignes de conservation des défunts et de vente de cadavres.
La sonde Solar Probe dévoile l’univers « étonnamment chaotique » du Soleil,https://img.lemde.fr/2018/08/12/0/118/4975/3317/110/74/60/0/17146c9_76906dd3c10942ccacba5743b4feb204-76906dd3c10942ccacba5743b4feb204-0.jpg,"Quatre études fondées sur les premiers éléments recueillis par l’engin de la NASA, lancé en 2018, ont été rendues publiques mercredi."
Une Vénus du paléolithique découverte à Amiens,https://img.lemde.fr/2019/12/04/0/85/5632/3755/110/74/60/0/d0fc182_5-oPr98XRjGj8c6knCWGrn2.jpg,"Haute de 4 centimètres, la statuette féminine vieille de 23 000 ans a été trouvée lors d’une fouille située à quelques pas d’une zone d’activité commerciale."
"Apprentissage automatique, Asimov à la rescousse?",https://img.lemde.fr/2019/12/04/0/751/4509/3006/110/74/60/0/dbc61b9_3YzMVgoxxHrxYxgrkxSLPKXL.jpg,"Une équipe américaine propose des algorithmes dits seldoniens, en référence aux lois d’Asimov, censées protéger les humains des robots. Nozha Boujemaa, spécialiste de l’intelligence artificielle, rappelle que la recheche d’algorithmes « responsables » est déjà très active."
Un gant pour donner une voix à ceux qui ne peuvent pas parler,https://img.lemde.fr/2019/11/29/1993/0/1068/712/110/74/60/0/03ae145_XBP9Js_1xqdeGmm8gJ77XVhy.png,"Une doctorante britannique, à la tête d’une start-up, a créé un « gant intelligent » permettant aux muets, autistes, victimes d’AVC… de communiquer oralement."
"Le sport-santé, futur héritage des JO de Paris 2024",https://img.lemde.fr/2019/12/02/153/0/4249/2832/110/74/60/0/41fdaf9_lanQUZHrK0cjPMtDUt5MWH_l.jpg,"Pour les organisateurs des Jeux olympiques de Paris, en 2024, cet événement est une occasion unique de remettre plus d’activité physique dans le quotidien des Français. Une stratégie dont les grandes lignes ont été annoncées à Biarritz, le 29 novembre."
Où vont la recherche et l’expertise scientifique sur les risques environnementaux et leurs impacts sanitaires ?,https://img.lemde.fr/2019/12/03/0/54/580/387/110/74/60/0/3c06128_IOjJdgc6sRfK0nL0IGOqKSSs.jpg,"Face à l’accumulation des dangers sanitaires, un collectif de 200 chercheurs, dans une tribune au « Monde », attire l’attention du gouvernement sur la nécessité d’expertises transparentes et solides."
Deux nouveaux records dans le cassage de clés de chiffrement,https://img.lemde.fr/2018/06/13/24/0/4738/3158/110/74/60/0/151ab0f_21021-18xjz0t.ht4fk.jpg,"Au terme de 35 millions d’heures de calcul, une équipe internationale est parvenue à inverser des opérations mathématiques utilisées pour assurer la sécurité informatique."
"« Un chien, un loup… ou peut-être quelque chose à mi-chemin entre les deux ? »",https://img.lemde.fr/2019/12/02/160/0/3592/2394/110/74/60/0/07b418a_49a959a8815a440882b9a04c6e4002ef-49a959a8815a440882b9a04c6e4002ef-0.jpg,"Un chiot, mort il y a 18 000 ans, a été découvert dans le permafrost de Sibérie. Et personne ne sait à quelle espèce il appartient."
Syndrome du bébé secoué : les recommandations de la Haute Autorité de santé mises en cause,https://img.lemde.fr/2019/12/02/0/0/688/458/110/74/60/0/a5c9922_NzA5qy3OzFm1rKqlnZV7p1kd.jpg,"Une association de familles et un avocat demandent l’abrogation des recommandations de la HAS sur le syndrome du bébé secoué, soulignant ses faiblesses scientifiques et le risque d’erreurs judiciaires."
"Les frères Vernoux, des constructeurs bio-inspirés",https://img.lemde.fr/2019/12/02/34/0/700/466/110/74/60/0/f9281bd_s0tr8oRU0II4n361FCIt-N9d.jpg,"Respectivement architecte et biologiste, les frères Vernoux créent des bâtiments vertueux inspirés de la phyllotaxie, pour favoriser la récupération de la lumière solaire."
Comment construire des villes durables en s’inspirant de la nature,https://img.lemde.fr/2019/12/02/1197/17/3315/2222/110/74/60/0/669ee7b_Q-seddAKBl_1BNDZSm7a2ywL.jpg,"C’est le pari d’un petit cercle d’architectes et d’urbanistes à travers le monde. L’université de Stuttgart, en Allemagne, est à la pointe du domaine."
Retraites : « La question de la santé est un enjeu essentiel pour bâtir un système équitable »,https://img.lemde.fr/2019/12/17/0/0/5184/3456/110/74/60/0/b1cc827_fP4oOU0y5qhJhp2oRuMt1IfM.jpg,"Les inégalités sociales, la pénibilité au travail et les conditions d’habitat, qui ont un impact sur la santé, doivent êtres prises en compte dans le débat sur les retraites, estime l’épidémiologiste Thierry Lang, dans une tribune au « Monde »."
"« Une retraite tardive, c’est un corps qui s’abîme »",https://img.lemde.fr/2019/12/18/2/0/5000/3333/110/74/60/0/f438064_cN2rs-FQEngrBdB54lxwKkJy.JPG,"Dans une tribune au « Monde », les médecins Françoise Sivignon et Alfred Spira regrettent que les données d’espérance de vie en bonne santé ne soient pas prises en compte dans le projet de réforme des retraites."
"« Sous le sapin, la grève » : dans les manifestations contre la réforme des retraites, la « trêve de Noël » est largement rejetée",https://img.lemde.fr/2019/12/18/0/0/6000/4000/110/74/60/0/2c4e005_Ppo_Ho5aXY6vd7_cOk_EjFta.jpg,"Les opposants au projet du gouvernement n’ont pas désarmé, mardi 17 décembre. Nombre d’entre eux refusent l’idée de suspendre le mouvement pendant les fêtes, comme le leur enjoint l’exécutif."
"Blocages, affrontements… Vives tensions à Saint-Martin à propos d’un plan prévoyant de nouvelles zones non constructibles",https://img.lemde.fr/2019/12/17/0/40/2419/1613/110/74/60/0/c6e8086_0IRjay5syiAjWWsmxkuQDH8-.jpg,La mobilisation contre le plan de prévention des risques naturels paralyse la collectivité caribéenne depuis le 12 décembre.
Retraites : encore de fortes perturbations du trafic SNCF et RATP mercredi,https://img.lemde.fr/2019/12/16/0/0/5568/3712/110/74/60/0/bbf879b_5229847-01-06.jpg,"Au 14e jour de la grève illimitée contre la réforme des retraites, la SNCF prévoit un TGV sur trois et un train Intercités sur six. A Paris, huit lignes de métro seront fermées."
Réforme des retraites : six questions sur le système par points au cœur des inquiétudes,https://img.lemde.fr/2019/12/10/0/0/5899/3933/110/74/60/0/e097edd__fuuk8PTHyUBtWV5EK2Oq6Fc.jpg,Le passage à un mode de calcul des retraites par points dans le régime universel voulu par le gouvernement suscite de nombreuses interrogations.
Grève : la SNCF assure que tous les voyageurs ayant un billet de TGV pour ce week-end pourront se déplacer,https://img.lemde.fr/2019/12/16/68/0/3500/2333/110/74/60/0/70dfc6d_v3q6dXSjloyNCqRlfOSHzM-P.jpg,"Plus de la moitié des passagers auront leur train confirmé, 15 % replacés dans un train partant le même jour et un tiers devront échanger leur billet."
SNCF : les erreurs d’un tract comparant cheminots français et allemands,https://img.lemde.fr/2019/12/17/0/0/900/600/110/74/60/0/10ed3a0_pmCycFKlxOHUIuzd3pm1D_qN.jpg,"En pleine grève contre la réforme des retraites, un message très partagé dénonce les avantages des agents de la SNCF, alors qu’il comporte de nombreuses erreurs et contre-vérités."
"Grève du 17 décembre : Marseille, Toulouse, Bordeaux, Grenoble… combien de manifestants dans les villes de France ?",https://img.lemde.fr/2019/12/17/69/0/606/404/110/74/60/0/133ae51_YxaOZ0P2Rn9PkeV3TC4F1uFL.PNG,"Près d’une semaine après la présentation de la réforme des retraites par Edouard Philippe, de nombreux rassemblements avaient lieu mardi dans toute la France."
Les propositions-chocs pour féminiser les directions des entreprises,https://img.lemde.fr/2019/12/17/74/0/4535/3023/110/74/60/0/4c5a647_AMO50eH7ZBHqdiD-yDi6sany.jpg,"Un rapport du Haut Conseil à l’égalité entre les femmes et les hommes, remis mardi 17 décembre, recommande notamment d’instaurer des quotas de genre dans les instances de direction."
Retraites : la CGT revendique des coupures d’électricité à travers la France,https://img.lemde.fr/2014/09/10/0/4/4248/2832/110/74/60/0/ill_4485045_049b_000_par6378949.jpg,"Selon RTE, près de 50 000 foyers ont été privés de courant en Gironde dans la nuit de lundi à mardi, puis 40 000 foyers à Lyon, 37 000 à Nantes et 40 000 à Orléans au cours de la journée de mardi."
Une réforme des retraites aux multiples inconnues budgétaires,https://img.lemde.fr/2019/12/13/0/0/2895/1930/110/74/60/0/dc13c2c_5217922-01-06.jpg,"Une semaine après la présentation du nouveau dispositif par Edouard Philippe, de nombreuses incertitudes demeurent sur le volet financier du projet."
L’Assemblée nationale très en retard dans la lutte contre le harcèlement,https://img.lemde.fr/2019/12/17/0/39/5274/3516/110/74/60/0/70c303a_KJtJ5g5IaknzGVYxJIdn-7QO.jpg,Les abus subis par les assistants parlementaires lèvent le voile sur les pratiques de l’institution en matière de harcèlement sexuel et moral.
Violences conjugales : comment la droite a coupé l’herbe sous le pied de la majorité,https://img.lemde.fr/2019/11/19/0/1/5313/3542/110/74/60/0/596ee0a_MeJRMmJkxVGGQxpWH86CZ5aL.jpg,"Le député LR du Lot Aurélien Pradié avait obtenu le soutien du gouvernement qui a engagé la procédure accélérée sur son texte, qui devrait être définitivement adopté mercredi."
"En soutien de la contestation, le Parti socialiste durcit sa position sur les retraites",https://img.lemde.fr/2019/12/16/0/0/5899/3933/110/74/60/0/a2aeddb_uR_p-zWUuNe4L-1cprd8a9Hx.jpg,"Le PS, qui participe aux manifestations contre la réforme des retraites, défend un aménagement  du système actuel, sans remettre en cause les régimes spéciaux."
Le gouvernement refuse de donner un coup de pouce en faveur du smic,https://img.lemde.fr/2019/11/13/0/0/5989/3993/110/74/60/0/b00cbd2_5026306-01-06.jpg,"La ministre du travail, Muriel Pénicaud, a confirmé, mardi, que le salaire minimum s’accroîtrait de 1,2 % au 1er janvier, selon les règles de revalorisation automatique."
"Face aux grèves et aux blocages contre la réforme des retraites, les paradoxes de Marine Le Pen",https://img.lemde.fr/2019/12/11/0/0/2841/1894/110/74/60/0/fe45d37_5203396-01-06.jpg,La présidente du Rassemblement national soutient les grévistes mais demande une trêve à Noël.
La démission de Jean-Paul Delevoye fragilise l’exécutif,https://img.lemde.fr/2019/12/17/0/0/3600/2400/110/74/60/0/e4bab88_lLjqHBoMen4ICVAm2CemLVbF.jpg,"Mis en cause par les révélations sur sa déclaration d’intérêts, le haut-commissaire aux retraites a quitté le gouvernement lundi. Un coup dur pour Emmanuel Macron, susceptible de galvaniser ses adversaires."
Retraites : la réforme « va aggraver les inégalités entre les générations et au sein d’une même génération »,https://img.lemde.fr/2019/12/17/0/0/5803/3868/110/74/60/0/401196a_86ikfM8K0QnFWu03glPe6hLC.jpg,"Pour le sociologue Camille Peugny, spécialiste des inégalités sociales, la stratégie du gouvernement revient à « miser sur une forme d’égoïsme générationnel pour dégonfler la mobilisation »."
Sahel : le sommet organisé par le président Macron à Pau reprogrammé le 13 janvier,https://img.lemde.fr/2019/12/17/0/16/4896/3264/110/74/60/0/9c5dc08_YetssdYeqS5nF1VVIspMxRJt.jpg,La rencontre avec les chefs d’Etat des cinq pays sahéliens avait été annulée après une nouvelle attaque djihadiste survenue au Niger.
PSA et Fiat-Chrysler signent un accord de fusion « pour former le quatrième constructeur automobile mondial »,https://img.lemde.fr/2019/12/13/0/54/3391/2261/110/74/60/0/6f2ae0c_FW1_FIAT-CHRYSLER-M-A-PSA_1213_1B.JPG,"Les constructeurs automobiles français et italo-américain ont annoncé mercredi un accord en vue d’une fusion entre égaux de leurs activités, « pour former le quatrième constructeur automobile mondial »."
Un directeur adjoint de campagne de Trump condamné à de la prison ferme pour mensonge,https://img.lemde.fr/2019/12/17/77/0/5400/3600/110/74/60/0/b4f97df_ea11f92681b74c62b92eaf67d7f9646a-ea11f92681b74c62b92eaf67d7f9646a-0.jpg,Rick Gates avait pourtant largement coopéré avec les enquêteurs dans les investigations menées sur les soupçons d’interférence russe dans la campagne présidentielle de 2016.
"Retraites : au 14e jour de grève, Edouard Philippe reçoit à nouveau les syndicats à Matignon",https://img.lemde.fr/2019/12/18/2/0/5000/3333/110/74/60/0/e9bc20f_aLpvya90hssDlOnk4hmJVEeS.JPG,"Sous la menace de nouveaux blocages dans les transports pendant les fêtes, le premier ministre tente, mercredi, de trouver une porte de sortie à la crise."
"En 2019, un marché de l’art en demi-teinte",https://img.lemde.fr/2019/12/11/10/0/4500/3000/110/74/60/0/f696b80_jTF1e-YNrNRuUyCwbZzAVG_V.jpg,"Cette année, en l’absence de valeurs sûres et dans un contexte international particulier, les ventes ont été timides, hormis pour quelques chefs-d’œuvre."
L’Allemagne renforce la surveillance des mouvements d’extrême droite,https://img.lemde.fr/2019/12/18/0/4/4920/3280/110/74/60/0/5718709_dlVeG90SP653UtIp6zpavmGk.jpg,"Six cents postes vont être créés au sein de la police et du service de renseignement fédéral, ainsi qu’une « cellule » qui doit « mettre en lumière les activités d’extrême droite dans la fonction publique »."
Syrie : plusieurs civils tués dans des bombardements du régime sur Idlib,https://img.lemde.fr/2019/12/17/0/20/5184/3456/110/74/60/0/023afa9_5235360-01-06.jpg,Les bombardements ont fait au moins 23 morts et environ 30 blessés dans cette région du nord-ouest du pays qui échappe au régime et avait fait l’objet d’un cessez-le-feu à la fin d’août.
"Figure de proue de #Metoo au Japon, Shiori Ito gagne son procès civil",https://img.lemde.fr/2019/12/18/0/0/5568/3712/110/74/60/0/4ac1725_5238816-01-06.jpg,"Le juge a ordonné à son agresseur présumé, mercredi, le paiement de 3,3 millions de yens de dommages à la jeune femme, environ un tiers de la somme qu’elle réclamait."
"Nouvelle manifestation à Prague contre le premier ministre tchèque, Andrej Babis",https://img.lemde.fr/2019/12/17/0/38/3423/2282/110/74/60/0/744ba40_GDN7103_CZECH-PROTEST-_1217_11.JPG,"Le rassemblement de mardi est le dernier en date organisé par le collectif Un million de moments pour la démocratie, qui demande la démission du chef du gouvernement accusé de fraude sur les subventions européennes et de conflit d’intérêts."
Violences conjugales : le feu vert sous conditions de l’ordre des médecins à la levée du secret médical,https://img.lemde.fr/2019/12/18/0/0/5416/3611/110/74/60/0/805a5d9_BF-1NOtrVdwhBFqYB_kizRbH.jpg,"Selon les informations du « Monde », la mesure, issue du Grenelle, a été approuvée à une large majorité, mais dans un cadre très restrictif, visant seulement les victimes « en danger vital immédiat »."
Le député Laurent Pietraszewski nommé secrétaire d’Etat chargé des retraites pour remplacer Jean-Paul Delevoye,https://img.lemde.fr/2019/12/18/0/0/5217/3478/110/74/60/0/dc3ede5_wRWTyESOTPCc1yAGz69zKKFT.jpg,L’élu La République en marche du Nord aura la difficile tâche de reprendre les négociations avec les syndicats après treize jours de grèves dans les transports.
Lutte contre la haine en ligne : le Sénat vote le texte amputé de sa mesure-phare,https://img.lemde.fr/2019/12/18/0/0/5145/3430/110/74/60/0/e12381b_-BmZrqYYty0EP7FfoB9OKwCj.jpg,"La proposition de loi, qui a été votée dans la nuit de mardi à mercredi, avait été approuvée largement cet été par l’Assemblée nationale en première lecture."
"« Star Wars » : « La première fois que j’ai dû enfiler le costume de C-3PO, il m’a fallu deux heures »",https://img.lemde.fr/2019/12/14/0/0/5568/3712/110/74/60/0/ce3f5a9_5219574-01-06.jpg,"Anthony Daniels a incarné le célèbre robot doré dans les neuf films de la saga, dont le dernier épisode sort mercredi."
« Star Wars : l’ascension de Skywalker » : dernières feuilles de l’arbre généalogique galactique,https://img.lemde.fr/2019/12/18/0/801/2571/1715/110/74/60/0/2293e4e_xP6cH7bT6Z9xsLeZwPd2cNGI.jpg,"Copiant les situations et les formes des précédents épisodes, le dernier volet de la troisième trilogie, très orthodoxe, rassurera les fans."
Grève du 17 décembre : 615 000 personnes ont manifesté en France selon le ministère de l’intérieur,https://img.lemde.fr/2019/12/17/1/0/3680/2453/110/74/60/0/5177192_RWAVfqJy5Z_azQsjk5ireDaF.JPG,"Les cortèges ont souvent rassemblé moins de manifestants que le 5 décembre. A Paris, en revanche, la manifestation a connu sa plus forte affluence depuis le début du mouvement."
Le « Parlement du peuple » britannique fait sa rentrée à Westminster,https://img.lemde.fr/2019/12/16/0/0/3000/2000/110/74/60/0/210d513_5232423-01-06.jpg,Les nouveaux élus de la Chambre des communes ont commencé à siéger avec une mission prioritaire : réaliser le Brexit le plus rapidement possible.
"« Sous le sapin, la grève » : dans les manifestations contre la réforme des retraites, la « trêve de Noël » est largement rejetée",https://img.lemde.fr/2019/12/18/0/0/6000/4000/110/74/60/0/2c4e005_Ppo_Ho5aXY6vd7_cOk_EjFta.jpg,"Les opposants au projet du gouvernement n’ont pas désarmé, mardi 17 décembre. Nombre d’entre eux refusent l’idée de suspendre le mouvement pendant les fêtes, comme le leur enjoint l’exécutif."
Le conseil de surveillance de PSA approuve l’accord de fusion avec Fiat Chrysler Automobiles,https://img.lemde.fr/2019/12/17/0/154/3192/2128/110/74/60/0/8e3af8b_FW1_FIAT-CHRYSLER-M-A-PSA_1217_11.JPG,Ce protocole d’accord ouvre la voie à une fusion entre les deux constructeurs. La nouvelle entité de plus de 400 000 salariés deviendrait le numéro quatre mondial du secteur.
"En 2019, 49 journalistes tués dans le monde, un bilan en baisse",https://img.lemde.fr/2018/03/12/42.5/0/1186/790/110/74/60/0/f3481c0_27900-1x9g1t4.pt95j.jpg,"C’est presque moitié moins qu’en 2018, selon Reporters sans frontières qui précise néanmoins que le nombre de journalistes tués dans des pays « en paix » reste aussi élevé."
Canal+ distributeur de Disney + : « Tenir tous les fils de cette nouvelle toile télévisuelle ne sera pas facile » pour la chaîne cryptée,https://img.lemde.fr/2019/12/16/0/0/1023/682/110/74/60/0/dc4e5a2_5P2HMs2pOI0m4ek1p9eP75IG.jpg,"Distributeur exclusif de Disney en France et diffuseur de ses propres contenus, Canal + devra démontrer la pertinence d’une stratégie d’intégration verticale de plus en plus coûteuse, observe Philippe Escande, éditorialiste économique au « Monde »."
L’Allemagne met en place des aides à la presse pour la première fois,https://img.lemde.fr/2019/12/16/1547/0/3712/2474/110/74/60/0/a7356d3_HYby_H0pIunY6GwigfB23h9Z.jpg,"Une aide au portage inédite de 40 millions d’euros par an viendra soutenir la presse écrite allemande, pénalisée par la baisse des ventes et l’augmentation des coûts de distribution."
Canal+ sera le distributeur exclusif du service VOD de Disney en France,https://img.lemde.fr/2018/03/02/0/0/5568/3712/110/74/60/0/596582e_5060321-01-06.jpg,"Dans un entretien croisé aux « Echos », Maxime Saada et un dirigeant de Disney annoncent l’arrivée de Disney+ sur les services de Canal+ d’ici à avril 2020."
"A Radio France, la PDG maintient les réductions d’effectifs, malgré la grève",https://img.lemde.fr/2019/12/15/3/0/6400/4266/110/74/60/0/4037b96_-ue5v8nHRrT5Fgaqvsjbuknx.jpg,"Sibyle Veil dit qu’il « serait irresponsable » d’abandonner le plan d’économies qui prévoit de supprimer près de 300 postes et d’en créer, en parallèle, 76 nouveaux."
Quand les politiques oublient caméras et micros,https://img.lemde.fr/2019/12/11/0/0/945/630/110/74/60/0/43d329c_2019121445.0.2395979217hist_2019_web.jpg,"La diffusion d’un échange entre chefs d’État au sommet de l’OTAN a provoqué le départ précipité de Donald Trump, qui en était la cible. Florilège de dialogues volés aux personnalités politiques."
Football : le groupe audiovisuel espagnol Mediapro réaffirme ses ambitions face à Canal+,https://img.lemde.fr/2019/12/13/0/123/4859/3236/110/74/60/0/16cc16d_JWbO7_xDybhYoS7q1VbFaP38.jpg,"Le futur diffuseur de la Ligue 1 pour la période 2020-2024 vise entre 3 et 3,5 millions d’abonnés."
La jeune militante du climat Greta Thunberg désignée personnalité de l’année 2019 par le magazine « Time »,https://img.lemde.fr/2019/12/11/110/114/2142/1428/110/74/60/0/ecef324_c4Ip9xE01Vv-GEStdshdjxY3.jpg,"La Suédoise de 16 ans devient la plus jeune lauréate de cette distinction, décernée depuis 1927 par le magazine américain."
La Chine et la Turquie sont les pays les plus répressifs envers les journalistes,https://img.lemde.fr/2019/12/11/20/0/2500/1666/110/74/60/0/57df6eb_B-6VpJ9Altk4PGy9DoVmU0L5.jpg,"Près d’une cinquantaine de reporters sont emprisonnés en Chine, déplore mercredi l’ONG new-yorkaise Comité pour la protection des journalistes."
Droits du foot : la très chère « remontada » de Canal+,https://img.lemde.fr/2019/12/07/0/0/3124/2083/110/74/60/0/4194106_5178419-01-06.jpg,"La chaîne cryptée pourra diffuser deux matchs par journée de championnat, dont 28 des 38 meilleures affiches de chaque saison, dès 2020."
"En Italie, la famille Agnelli reprend le contrôle de « La Repubblica »",https://img.lemde.fr/2019/12/06/0/6/6036/4024/110/74/60/0/ea541d0_2yAdwFNJV6p_qfkTgqDFAipI.jpg,"Exor, la holding des Elkann-Agnelli, va racheter les 43 % du groupe éditorial GEDI détenus par la famille Benedetti. Cette transaction revêt une dimension symbolique considérable dans le paysage médiatique transalpin."
"« Okoo », une plate-forme jeunesse pour remplacer France 4",https://img.lemde.fr/2019/12/04/0/76/459/306/110/74/60/0/56dddd2_J33KWDNLcucd514_Nh-bG_RX.jpg,"France Télévisions cible les plus jeunes, avec sa nouvelle plate-forme, mise en ligne le 9 décembre. La chaîne France 4 devrait disparaître courant 2020. Les auteurs et producteurs protestent."
Le CSA met en demeure CNews pour des propos d’Eric Zemmour sur la colonisation de l’Algérie,https://img.lemde.fr/2014/10/25/0/2/1797/1198/110/74/60/0/ill_4512536_a13e_b2b4e4a_18063-1y20q8v.jpg,Le régulateur considère que les propos du polémiste ont notamment pu être perçus comme une incitation à la haine ou à la violence envers les musulmans.
Paris relance le projet d’une Maison des médias libres,https://img.lemde.fr/2019/01/03/2/0/889/593/110/74/60/0/e6f2a60_bcmk0zqj1DsJV6Ugixi0GUTP.png,La Mairie propose un immeuble à Barbès aux rédactions dont le premier projet commun avait échoué en janvier.
Pourquoi la création d’un conseil de déontologie des médias divise les journalistes,https://img.lemde.fr/2019/03/06/0/4/4920/3280/110/74/60/0/833ecdc_QVXyV9XmI-fu2CbchmbWJBWf.jpg,"Cette instance, voulue par le gouvernement et qui souhaite scruter les pratiques journalistiques, doit tenir sa première assemblée générale, lundi."
